isbn;ean;title;publisher;date;seriesTitle;seriesNumber;authorSurname;AuthorName;type;totalCopies;numberCopiesAimeCesaire;numberCopiesEdmondRostand;numberCopiesJeanPierreMelville;numberCopiesOscarWilde;numberCopiesSaintSimon
;5050582934618;Transformers prime | Saison 1 | Vol 4 | Une alliance inattendue | Images animées;Universal pictures video France [éd., distrib.];[DL 2013];;;;;DVD jeunesse;3;;;;;
;5050582934731;Inazuma eleven | Vol. 3 | La finale | Images animées;Universal pictures video [éd., distrib.];[DL 2013];;;;;DVD jeunesse;6;1;;;;
978-2-8185-0276-1;978-2-8185-0276-1;Histoire intellectuelle du libéralisme | Texte imprimé | Pierre Manent;Pluriel;DL 2012;;;Manent;Pierre;Livre pour adulte;2;1;;;;
978-2-253-16156-1;9782253161561;Maigret aux environs de Paris | Texte imprimé | Georges Simenon;Librairie générale française;impr. 2012;Maigret.;;Simenon;Georges;Livre pour adulte;2;;;;;
;3512391787721;La  poussière, la sueur et la poudre | Images animées | The Culpepper Cattle Co. | Dick Richards, réal. | Dick Richards, adapt. | Tom Scott, Jerry Goldsmith, comp. | Gregory Prentiss, Eric Bercovici, scénario | Luke Askew, Billy Green Bush, Gary Grimes, ... [et al.] act.;Sidonis [éd.];2013;;;;;DVD-vidéo tous publics;2;;;;;
978-2-940464-05-0;9782940464050;The Miles Davis book | sous la direction de Pierre-Jean Crittin, Franck Fatalot | avec la participation de Jackie Berroyer, Lester Bangs, Anthony Barboza et al.;Consart;2012;;;;;Livre de Fonds spécialisés;1;;;;;
;5052205064726;Brief nocturnes and dreamless sleep | enregistrement sonore | Spock's Beard;Inside Out;2013;;;;;Disque compact;2;;;;;
;"0673790029690;673790029690";Ceremony | Enregistrement sonore | Raashan Ahmad, chant [acc. instr.];"Jakarta records;[distrib. la Baleine]";P 2013;;;Ahmad;Raashan;Disque compact;5;;;;;
;;La légion des damnés | Texte imprimé | Sven Hassel | [trad. de l'anglais par Gilles-Maurice Dumoulin];Presses de la Cité;1975;;;Hassel;Sven;Livre pour adulte;1;;;;;
;842899;Les lignes droites | enregistrement sonore | Bruno Ronzani, comp., chant;Bruno Ronzani;2013;;;Ronzani;Bruno;Disque compact;5;;;;;
;8030482000436;Una mattina | enregistrement sonore | Ludovico Einaudi;Ponderosa;2004;;;Einaudi;Ludovico;Disque compact;1;;;;;
978-2-09-031368-0;9782090313680;Le comte de Monte-Christo | Texte imprimé | Alexandre Dumas | adapté en français facile par Brigitte Faucard;Clé international;2008;;;Dumas;Alexandre;Méthode de langue;3;;;;;
978-2-07-044682-7;9782070446827;Le système Victoria | Texte imprimé | Éric Reinhardt;Gallimard;impr. 2013;;;Reinhardt;Éric;Livre pour adulte;4;;;;;
978-2-221-13321-7;9782221133217;Fais de beaux rêves, mon enfant | Texte imprimé | roman | Massimo Gramellini | traduit de l'italien par Irène Imbert Molina;R. Laffont;impr. 2013;;;Gramellini;Massimo;Livre pour adulte;9;1;;;;
978-2-7580-0459-2;9782758004592;Art nouveau | la révolution décorative;"Connaissance des arts;Pinacothèque de Paris";2013;;;;;Livre pour adulte;15;;;;;
978-2-8161-3339-4;9782816133394;Berlin | Texte imprimé | édition écrite et actualisée par Andrea Schulte-Peevers;Lonely planet;DL 2013;;;Schulte-Peevers;Andrea;Livre pour adulte;11;1;1;;1;
978-2-7424-3300-1;9782742433001;Ardèche, Drôme | Texte imprimé | Pierre Guitton, Saskia Leblon | ont également collaboré... Bruno Moysoulier, Gilles Vergnon;Gallimard loisirs;DL 2013;;;Guitton;Pierre;Livre pour adulte;10;;1;;;
978-2-262-03780-2;9782262037802;Histoire des Arabes | Texte imprimé | de 1500 à nos jours | Eugene Rogan | traduit de l'anglais (Angleterre) par Michel Bessières;Perrin;impr. 2013;;;Rogan;Eugene L.;Livre pour adulte;20;1;;1;;
978-2-7424-3349-0;9782742433490;Pays basque | Bayonne, Biarritz, Saint-Jean-de-Luz, Espelette, Saint-Jean-Pied-de-Port;Gallimard loisirs;2013;;;;;Livre pour adulte;8;1;;1;;1
2-84670-077-X;;La Chine | Texte imprimé | Stéphanie Balme;le Cavalier bleu éd.;2004;;;Balme;Stéphanie;Livre pour adulte;2;;;;;
978-2-8123-0782-9;9782812307829;Les secrets de grand-mère | Texte imprimé | textes et stylisme, Laura Fronty | photographies, Yves Duronsoy;Chêne;impr. 2013;;;Fronty;Laura;Livre pour adulte;14;;1;;;
978-2-7071-7578-6;9782707175786;Un siècle d'espoir et d'horreur | Texte imprimé | une histoire populaire du XXe siècle | Chris Harman | traduit de l'anglais par Jean-Marie Guerlin;la Découverte;impr. 2013;;;Harman;Chris;Livre pour adulte;8;;;;;
978-2-271-07609-0;9782271076090;Mourir pour Sarajevo ? | Texte imprimé | les État-Unis et l'éclatement de la Yougoslavie | Maya Kandel;CNRS éd.;impr. 2013;;;Kandel;Maya;Livre pour adulte;3;;1;;;
978-2-8185-0095-8;9782818500958;Histoire de la Rome antique | Texte imprimé | les armes et les mots | liste des empereurs et des usurpateurs, bibliographie pédagogique, index onomastique | Lucien Jerphagnon,...;[A. Fayard]-Pluriel;impr. 2010;;;Jerphagnon;Lucien;Livre pour adulte;6;1;;1;1;
978-2-08-129532-2;9782081295322;Le monde enchanté de Jacques Demy | Texte imprimé | [exposition, Paris, Cinémathèque française-Musée du cinéma, 10 avril-4 août 2013] | [organisée en collaboration avec Ciné-Tamaris] | [catalogue sous la direction de Matthieu Orléan];"Skira Flammarion;la Cinémathèque française;Ciné-Tamaris";impr. 2013;;;;;Livre pour adulte;11;;1;1;;
978-88-97737-11-7;9788897737117;Giotto e compagni | exposition, Paris, Musée du Louvre, 18 avril-15 juillet 2013 | sous la direction de Dominique Thiébaut;"Officina Libraria;Musée du Louvre";"2013;2013";;;;;Livre pour adulte;9;;;;;
978-2-07-014058-9;9782070140589;L'évasion | Texte imprimé | Dominique Manotti;Gallimard;impr. 2013;;;Manotti;Dominique;Livre pour adulte;27;;;1;1;1
;3596972688928;Mambo & son | Enregistrement sonore | Orchestre Barreto, Orchestre de Raul Zequeira, Orchestre de Ruben Calzado... [et al.];Wagram music;[DL 2013];;;;;Disque compact;5;;;1;;
2-85056-793-0;;Petites histoires de la couleur et du travail | Texte imprimé | du Moyen âge à nos jours | [Claude Fouret et Marine Vasseur] | [publ. par les Archives départementales du Nord];"Somogy-Éd. d'art;Archives départementales du Nord";2004;;;Fouret;Claude;Livre jeunesse;5;;;;;
9783518189306;;Die Verwirrungen des Zöglings Törless | Texte imprimé | mit einem Kommentar von Oliver Pfohlmann | Robert Musil;Suhrkamp;cop. 2013;;;Musil;Robert;Livre en langue étrangère;1;;;;;
9783939080527;;Packeis | Texte imprimé | Simon Schwartz;Avant-Verlag;cop. 2012;;;Schwartz;Simon;Livre en langue étrangère;3;;;;;
;0029667234627;It's all good - A single collection 1963-1969 | Enregistrement sonore | Swamp Dogg;Ace Records;2011;;;Swamp Dogg;;Disque compact;1;;;;;
978-2-84865-584-0;9782848655840;Bob le raté | Texte imprimé | Guillaume Guéraud, Alfred;Sarbacane;DL 2013;;;Guéraud;Guillaume;Livre jeunesse;19;;;;;
2-904641-22-X;9782904641220;Ma parole | Texte imprimé | Jean-Yves Augros;IVT, International visual theatre;impr. 2012;;;Augros;Jean-Yves;Livre pour adulte;6;;;;;
978-2-267-02185-1;9782267021851;Trois pièces radiophoniques | Texte imprimé | Walter Benjamin | traduit de l'allemand par Rainer Rochlitz;C. Bourgois;DL 2011;;;Benjamin;Walter;Livre pour adulte;1;;;;;
979-10-90490-29-1;;Alina Szapocznikow, du dessin à la sculpture | Texte imprimé | From drawing into sculpture |  [exposition, Paris, Centre national d'art et de culture Georges Pompidou, galerie d'art graphique, du 27 février au 20 mai 2013] | sous la direction de Jonas Storsve |  textes de Jonas Storsve, Annette Messager, Anne Tronche...[et al.];Ed. Dilecta;2013;;;;;Livre pour adulte;3;;;;;
;;Laurel & Hardy | DVD 1 | Images animées | Albert Edward Sutherland, réal. | Stan Laurel, Oliver Hardy, act.;Bach Films [éd.];2010;Laurel & Hardy;;;;DVD jeunesse;1;;;;;
978-2-211-21182-6;9782211211826;Un amour d'ami | Texte imprimé | texte de Daniel Pinkwater | illustrations de Will Hillenbrand | [texte français de Aude Lemoine];"Pastel;l'École des loisirs";DL 2013;;;Pinkwater;Daniel Manus;Livre jeunesse;6;;;;;
978-2-35425-425-4;9782354254254;Thriller, Michael Jackson | Texte imprimé | [textes de Daniel Ichbiah et Philippe Tamic];Fetjaine;impr. 2012;;;Ichbiah;Daniel;Livre de Fonds spécialisés;1;;;;;
978-2-8189-2366-5;9782818923665;L'ombre des chiens | Texte imprimé | scénario, Patrick Cothias & Patrice Ordas | dessins, Beb Zanat | couleurs, Cyril Saint-Blancat;Bamboo éd.;DL 2013;L'oeil des dobermans;2;Cothias;Patrick;Bande dessinée pour adulte;1;;;;;
978-2-7234-9392-5;9782723493925;Team medical dragon | Texte imprimé | 24 | Taro Nogizaka, Akira Nagai;Glénat;2013;Team medical dragon;24;Nogizaka;Taro;Bande dessinée pour adulte;3;;;;;
978-2-36548-008-6;9782365480086;Zombie tales | Texte imprimé | 3 | scénario Michael Nelson, John Rogers, Johanna Stokes et al. | dessin Joe Abraham, Andy Kuhn, J. K. Woodward et al.;Editions French Eyes;2012;;;;;Bande dessinée pour adulte;2;;;1;;
978-2-84725-089-3;9782847250893;La comtesse aux pieds nus | Texte imprimé | film | scénario et réalisation de Joseph L. Mankiewicz;L'avant-scène;2012;L'Avant-scène. Cinéma;594;Mankiewicz;Joseph Leo;Livre pour adulte;1;;;;;
978-2-266-20278-7;9782266202787;La chute | Texte imprimé | Guillermo del Toro et Chuck Hogan | traduit de l'anglais (États-Unis) par Éric Moreau et Jean-Baptiste Bernet;Pocket;impr. 2011;La lignée;2;Toro;Guillermo del;Livre pour adulte;1;;;;;
;0782388075022;Hello my name is | enregistrement sonore | Angelspit;Metropolis Records;2011;;;;;Disque compact;1;;;;;
;0044001473524;Life of a trio : Sunday | Enregistrement sonore | Paul Bley,Jimmy Giuffre,Steve Swallow;Universal;2001;;;Bley;Paul;Disque compact;1;;1;;;
978-2-36474-151-5;9782364741515;Le coeur n'est pas un genou que l'on peut plier | Texte imprimé | roman | Sabine Panet, Pauline Penot...;T. Magnier;impr. 2012;;;Panet;Sabine;Livre jeunesse;34;;;1;;
9788850711406;;Anthology clarinette | volume 2 | Musique imprimée | arranged and adapted by Andrea Cappellari | 28 all time favorites;Carisch;2006;;;Cappellari;Andréa;Partition;1;;;;;
978-1-84162-397-9;9781841623979;Nigeria | Texte imprimé | the Bradt travel guide | Lizzie Williams;Bradt;2012;;;Williams;Lizzie;Livre de Fonds spécialisés;1;;;;;
978-1-4708-2780-9;9781470827809;The orchardist | Enregistrement sonore | a novel | Amanda Coplin | read by Mark Bramhall;Blackstone Audio;2011;;;Coplin;Amanda;Livre sonore pour adulte;2;;;;;
;;Carmen in swing d'après Carmen de Georges Bizet | Musique imprimée | partition de direction | Arrangements pour choeur (SAB), narrateur, saxophones et trio de jazz Pierre-Gérard Verny;Editions à Coeur Joie;2012;;;Bizet;Georges;Partition;1;;;;;
978-2-0812-3824-4;9782081238244;Le faiseur | Texte imprimé | Balzac | présentation, notes et bibliographie par Philippe Berthier | chronologie par André Lorant;Flammarion;DL 2012;;;Balzac;Honoré de;Livre pour adulte;5;;;;;
978-1-74220-965-4;9781742209654;French phrasebook and audio CD;Lonely planet;2012;;;;;Méthode de langue;3;;;;;
978-90-6153-327-6;;Van Gogh et Montmartre | Texte imprimé | Nienke Bakker;Fonds Mercator;2011;;;Bakker;Nienke;Livre pour adulte;1;;;;;
2-7540-0072-0;9782754000727;Tout cru ! | Texte imprimé | Nathalie Vogtlin;First éd.;DL 2005;;;Vogtlin;Nathalie;Livre pour adulte;1;;;;;
978-2-36054-084-6;9782360540846;Giant steps | Texte imprimé | jazz en 100 figures | Guillaume Belhomme;le Mot et le reste;2013;;;Belhomme;Guillaume;Livre pour adulte;6;;1;;;
978-2-35294-690-8;9782352946908;Oraisons | Texte imprimé | l'intégrale | Samantha Bailly;Bragelonne;impr. 2013;;;Bailly;Samantha;Livre pour adulte;15;;;1;;
978-2-84303-226-4;9782843032264;Puissances du salariat | Texte imprimé | Bernard Friot;la Dispute;impr. 2012;;;Friot;Bernard;Livre pour adulte;1;;;;;
978-2-7560-3259-7;9782756032597;Plat | Texte imprimé | scénario & dessin, Patricia Lyfoung | avec l'aide de Linda Aksonesilp | couleur, Fleur D.;Delcourt;impr. 2013;Un prince à croquer;2;Lyfoung;Patricia;Bande dessinée jeunesse;55;2;1;3;;1
978-2-205-07145-0;9782205071450;Les amis, c'est pour la vie | Texte imprimé | Jim Davis;Dargaud;DL 2013;Garfield;56;Davis;Jim;Bande dessinée jeunesse;50;1;1;3;1;1
978-2-02-105854-3;9782021058543;Kraft Vador contre-attaque | Texte imprimé | Tom Angleberger | traduit de l'anglais (États-Unis) par Natalie Zimmermann;Seuil;impr. 2013;Origami Yoda;2;Angleberger;Tom;Livre jeunesse;29;;1;;;
978-2-8189-2311-5;9782818923115;Servamp | 1 | Texte imprimé | Tanaka Strike;Bamboo éd.;DL 2013;Servamp;1;Tanaka;Sutoraiku;Bande dessinée jeunesse;12;;1;;;
978-2-7485-1341-7;9782748513417;Ailleurs | Texte imprimé | Yves Grevet;Syros;DL 2013;Nox;2;Grevet;Yves;Livre jeunesse;30;1;;1;;
978-2-88908-165-3;9782889081653;Bon voyage Louise ! | Texte imprimé | Markus Majaluoma | traduit du finnois par Lucie Labreuille;la Joie de lire;DL 2013;;;Majaluoma;Markus;Livre jeunesse;21;;;;;
978-2-7002-4306-2;9782700243062;Proie idéale | Texte imprimé | Charlotte Bousquet;Rageot;impr. 2013;;;Bousquet;Charlotte;Livre jeunesse;14;1;;;;
;5013929471030;Songs of a lifetime | enregistrement sonore | Greg Lake, chant, guitare;Esoteric Antenna;2013;;;"Lake;Lake";"Greg;Greg";Disque compact;4;;1;;;
;9782296567542;Fantaisie sur Casse-Noisette | Images animées | Sébastien Tézé, réal. | Inès Sciortino, mise en scène | Piotr Ilitch Tchaïkovski, comp. | Emanuela Pacini, act. | Delphine Huet, danse | Elsa Tirel, chant;l'Harmattan vidéo [éd., distrib.];[DL 2012];;;;;DVD jeunesse;2;;;;;
;;Nuit d'orage | Images animées | Michèle Lemieux, réal.;Office National du Film du Canada [éd.];2013;;;;;DVD jeunesse;2;;;;;
978-2-916881-39-3;9782916881393;Par le feu | Texte imprimé | Jean-Claude Baudroux | [traduit du français en anglais américain par Margaret Sérandour];les Éd. de l'Oxalide;impr. 2010;;;Baudroux;Jean-Claude;Livre en langue étrangère;1;;;;;
978-2-13-062033-4;9782130620334;Les 100 mots de Proust | Texte imprimé | Michel Erman;Presses universitaires de France;impr. 2013;;;Erman;Michel;Livre pour adulte;6;;;;;
978-2-36624-040-5;9782366240405;Manolis | Texte imprimé | Allain Glykos, Antonin;Cambourakis;impr. 2013;;;Glykos;Allain;Bande dessinée pour adulte;10;;;;;
978-2-13-062048-8;9782130620488;Géopolitique du Proche-Orient | Texte imprimé | Alexandre Defay,...;Presses universitaires de France;impr. 2013;;;Defay;Alexandre;Livre pour adulte;9;1;;;;
978-2-84941-277-0;9782849412770;Dictionnaire impertinent de la gastronomie | Texte imprimé | Périco Légasse | illustrations de Tignous;F. Bourin;impr. 2012;;;Légasse;Périco;Livre pour adulte;1;;;;;
978-2-88086-408-8;9782880864088;La nuit du dragon | Texte imprimé | voyages en Indochine | Norman Lewis | traduit par Katherine Feldman-Garcia;Éd. Olizane;cop. 2013;;;Lewis;Norman;Livre pour adulte;3;;;1;;
978-2-35315-169-1;9782353151691;Mélodie pour une insomnie | Texte imprimé | Jørgen Brekke | traduit du norvégien par Carine Bruy;Balland;DL 2013;;;Brekke;Jørgen;Livre pour adulte;10;;1;;;
978-2-266-19296-5;9782266192965;Un lapin pas très malin | Texte imprimé | Barbara Park | traduit de l'anglais par Sophie Dieuaide | illustrations de Corinne Bongrand;Pocket jeunesse;impr. 2011;Suzie la chipie;26;Park;Barbara;Livre jeunesse;1;;1;;;
;0090204645671;Blue highway | enregistrement sonore | Mark Selby;Zyx Music;2013;;;Selby;Mark;Disque compact;1;;;1;;
;0794881751525;Moliendo café aux Portales | Enregistrement sonore | le son de Veracruz | Silva Graciana la Negra, chant, hrp [acc. instr.];"Accords croisés;Arles (Bouches-du-Rhône);distrib. Harmonia mundi distribution";P 2004;;;;;Disque compact;2;;;;;
;0095115511725;Oeuvres orchestrales | enregistrement sonore | Joachim Raff | vol.1;Chandos Records;2013;;;Raff;Joachim;Disque compact;1;;;;;
;3149028031324;"String quartet in F minor n°11, op 95 ""Quartetto Serioso"" | Enregistrement sonore | Beethoven, comp. | Adagio and Fugue in C minor, K. 546 | String quartet in E flat minor n°16, K. 418 | Mozart, comp. | Chiaroscuro quartet, quatuor à cordes";"Little tribeca;distrib. Harmonia mundi distribution";P 2013;;;Beethoven;Ludwig van;Disque compact;2;;;;;
;3597494712627;50 ans d'acousmatique | Enregistrement sonore | François Bayle;Metamkine;2013;;;Bayle;François;Disque compact;3;;;;;
;0013491319629;Tchaikovsky: 1812 W/chorus, Voyevod | Enregistrement sonore | Piotr Tchaikovsky;Abeille Musique Distribution;2011;;;Tchaikovsky;Piotr;Disque compact;1;;;;;
978-2-7578-2588-4;9782757825884;La Grèce ancienne | 1 | Du mythe à la raison | Jean-Pierre Vernant, Pierre Vidal-Naquet;Points;2011;La Grèce ancienne;1;Vernant;Jean-Pierre;Livre pour adulte;2;;1;;;
978-2-36280-028-3;9782362800283;Maisons perdues | Texte imprimé | Nathalie Heinich;T. Marchaisse;DL 2012;;;Heinich;Nathalie;Livre pour adulte;1;;;;;
978-2-13-059224-2;9782130592242;Les bons élèves | Texte imprimé | expériences et cadres de formation | Carole Daverne, Yves Dutercq;Presses universitaires de France;impr. 2013;;;Daverne;Carole;Livre pour adulte;1;;;;;
2-13-051428-6;;Phénoménologie et sociologie | Texte imprimé | [sous la dir. de] Jocelyn Benoist et Bruno Karsenti;Presses universitaires de France;2001;;;;;Livre pour adulte;1;;;;;
978-2-8208-0119-7;9782820801197;Comptabilité, Terminale STG | 2013 | avec la collaboration de Christophe Lacroix, Frédérique Valette, Paula Gouvéia;Rue des écoles;2012;;;;;Livre pour adulte;1;;;;;
978-2-7436-2451-4;9782743624514;Surveille tes arrières ! | Texte imprimé | Donald Westlake | traduit de l'anglais (États-Unis) par Jean Esch;Éd. Payot & Rivages;impr. 2013;;;Westlake;Donald E.;Livre pour adulte;1;;;;;
;5013929736221;Hopes, wishes and dreams | enregistrement sonore | Ray Thomas;Esoteric Recordings;2013;;;Thomas;Ray;Disque compact;2;;;;;
;"0096094108425;096094108425";Authentic cajun music | Enregistrement sonore | Jackie Callier, chant, accordéon | Ivy Dugas and the Cajun Cousins;Mardi Gras Records;2013;;;Callier;Jackie;Disque compact;4;;;;;
;5203785120931;To my father | enregistrement sonore | Omar Bashir;Voix De L'Orient;2002;;;Bashir;Omar;Disque compact;1;;;1;;
;;Texhnolyze | 03 | rogue 16 à 22 | Images animées | Hiroshi Hamazaki, réal. | Yoshitoshi Abe, Yasuyuki Ueda, aut. adapt. | Keishi Urata, Hajime Mizoguchi, comp. | Chiaki Konaka, scénario;Dybex [éd.];2010;Texhnolyze;Intégrale;;;DVD-vidéo tous publics;1;;;;;
;;Boogiepop phantom | Evolution | épisode 4 à 6 | Images animées | Bûgîpoppu fantomu: Bûgîpoppu wa warawanai | Takashi Watanabe, réal. | Kohei Kadono, aut. adapt.;Dybex [éd.];2005;Boogiepop phantom;Intégrale;;;DVD-vidéo tous publics;1;;;;;
;5016025682263;Gold und liebe | Enregistrement sonore | Daf;Mute;2006;;;;;Disque compact;2;;;;;
;;Persona | 1 | Texte imprimé | fanzine | Ane Zaldibar | Inez Sanchez;rosacarmen;2013;Persona;1;Zaldibar;Ane;Bande dessinée pour adulte;1;;;;;
978-2-226-19133-5;9782226191335;L'âme de l'Iran | Texte imprimé | par J. Duschesne-Guillemin, René Grousset, P. N. Khanlari,... [et al.] | préface de Daryush Shayegan | contribution de Henry Corbin;A. Michel;impr. 2009;;;;;Livre pour adulte;2;;;;;
978-2-8189-2463-1;9782818924631;Des copines à l'appel | Texte imprimé | scénario, Christophe Cazenove | dessins, Philippe Fenech | couleurs, Camille;Bamboo éd.;DL 2013;Mes cop's;1;Cazenove;Christophe;Bande dessinée jeunesse;6;;;1;;
978-2-7560-3615-1;9782756036151;Le pacte des yôkai | Volume 14 | Texte imprimé | Yuki Midorikawa;Akata-Delcourt;impr. 2013;Le pacte des yôkai;14;Midorikawa;Yuki;Bande dessinée jeunesse;1;;;;;
